,ente,população,estado_do_processo,data_adesao
,Três Barras do Paraná,12.256 , - ,
,Tunas do Paraná,7.971 , 1 ,27/7/2015
,Tuneiras do Oeste,8.833 , 1 ,12/4/2013
,Tupãssi,8.277 , - ,
,Turvo,13.640 , - ,
,Ubiratã,21.762 , 1 ,27/4/2017
,Umuarama,109.955 , 1 ,29/5/2015
,União da Vitória,57.027 , - ,
,Uniflor,2.614 , 1 ,24/7/2013
,Uraí,11.662 , 1 ,3/12/2013
,Ventania,11.407 , 1 ,20/11/2014
,Vera Cruz do Oeste,8.918 , - ,
,Verê,7.692 , 1 ,17/9/2015
,Virmond,4.095 , - ,
,Vitorino,6.878 , - ,
,Wenceslau Braz,19.856 , 1 ,12/4/2013
,Xambrê,5.957 , 1 ,30/7/2014
,PERNAMBUCO,9.473.266, Sim ,26/2/2014
,Recife,1.633.697 , 1 ,21/12/2016
,Abreu e Lima,99.364 , - , - 
,Afogados da Ingazeira,37.017 , - , - 
,Afrânio,19.411 , 1 ,26/12/2017
,Agrestina,24.644 , - , - 
,Água Preta ,36.371 , - , - 
,Águas Belas,43.087 , 1 ,4/2/2013
,Alagoinha,14.517 , - , - 
,Aliança,38.267 , 1 ,27/4/2017
,Altinho,22.896 , - , - 
,Amaraji,22.726 , - , - 
,Angelim,11.045 , - , - 
,Araçoiaba,20.268 , 1 ,3/6/2013
,Araripina,83.757 , - , - 
,Arcoverde,73.667 , 1 ,3/12/2013
,Barra de Guabiraba,14.224 , - , - 
,Barreiros,42.438 , - , - 
,Belém de Maria,11.992 , - , - 
,Belém de São Francisco,20.670 , 1 ,14/8/2013
,Belo Jardim,75.986 , 1 ,4/4/2016
,Betânia,12.637 , - , - 
,Bezerros,60.549 , 1 ,18/7/2017
,Bodocó,37.816 , 1 ,31/8/2015
,Bom Conselho,48.214 , 1 ,7/11/2017
,Bom Jardim,39.025 , 1 ,15/1/2014
,Bonito,38.044 , - , - 
,Brejão,8.973 , 1 ,3/12/2013
,Brejinho ,7.465 , - , - 
,Brejo da Madre de Deus,50.138 , 1 ,30/7/2014
,Buenos Aires,13.085 , - , - 
,Buíque,57.696 , - , - 
,Cabo de Santo Agostinho,204.653 , 1 ,23/2/2015
,Cabrobó ,33.856 , - , - 
,Cachoeirinha,20.209 , - , - 
,Caetés,28.500 , 1 ,12/4/2013
,Calçado,11.055 , - , - 
,Calumbi,5.736 , - , - 
,Camaragibe,156.361 , 1 ,19/8/2016
,Camocim de São Félix,18.583 , 1 ,13/8/2018
,Camutanga,8.493 , 1 ,2/3/2017
,Canhotinho,24.762 , 1 ,29/7/2013
,Capoeiras,19.991 , 1 ,25/11/2013
,Carnaíba,19.440 , 1 ,7/5/2014
,Carnaubeira da Penha,12.805 , - , - 
,Carpina,82.685 , - , - 
,Caruaru,356.128 , 1 ,7/7/2015
,Casinhas,14.274 , - , - 
,Catende,42.343 , 1 ,7/7/2015
,Cedro,11.695 , - , - 
,Chã de Alegria,13.396 , - , - 
,Chã Grande,21.525 , - , - 
,Condado,26.186 , 1 ,29/8/2017
,Correntes,18.098 , - , - 
,Cortês,12.560 , - , - 
,Cumaru,11.559 , - , - 
,Cupira,23.977 , - , - 
,Custódia,36.753 , - , - 
,Dormentes,18.692 , - , - 
,Escada,68.281 , 1 ,25/11/2013
,Exu,31.790 , 1 ,4/12/2015
,Feira Nova,21.958 , 1 ,3/5/2013
,Fernando de Noronha,3.016 , - , - 
,Ferreiros,12.057 , 1 ,12/4/2013
,Flores ,22.567 , - , - 
,Floresta,32.483 , - , - 
,Frei Miguelinho,15.328 , 1 ,21/2/2018
,Gameleira,30.709 , 1 ,2/10/2017
,Garanhuns,138.642 , 1 ,16/8/2013
,Glória do Goitá,30.425 , 1 ,19/4/2017
,Goiana,79.249 , 1 ,24/4/2015
,Granito,7.417 , 1 ,14/11/2013
,Gravatá,83.241 , 1 ,3/12/2013
,Iati,19.100 , - , - 
,Ibimirim,28.985 , - , - 
,Ibirajuba,7.735 , - , - 
,Igarassu,115.398 , 1 ,12/8/2014
,Iguaraci,12.175 , - , - 
,Ilha de Itamaracá,25.789 , 1 ,4/2/2013
,Inajá,22.801 , - , - 
,Ingazeira,4.542 , - , - 
,Ipojuca,94.533 , 1 ,7/8/2013
,Ipubi,30.447 , - , - 
,Itacuruba,4.858 , - , - 
,Itaíba,26.314 , 1 ,12/12/2014
,Itambé,36.320 , 1 ,3/7/2014
,Itapetim,13.638 , - , - 
,Itapissuma,26.338 , 1 ,5/2/2014
,Itaquitinga,16.859 , 1 ,4/11/2014
,Jaboatão dos Guararapes,695.956 , 1 ,12/4/2013
,Jaqueira ,11.634 , - , - 
,Jataúba,17.026 , 1 ,13/10/2017
,Jatobá,14.703 , 1 ,3/12/2013
,João Alfredo,33.485 , - , - 
,Joaquim Nabuco,15.989 , 1 ,19/9/2013
,Jucati,11.334 , - , - 
,Jupi,14.712 , 1 ,5/2/2014
,Jurema,15.284 , - , - 
,Lagoa do Carro,17.847 , 1 ,30/6/2017
,Lagoa do Itaenga,21.338 , - , - 
,Lagoa do Ouro,13.033 , - , - 
,Lagoa dos Gatos,16.218 , - , - 
,Lagoa Grande,25.294 , 1 ,29/8/2017
,Lajedo,39.888 , - , - 
,Limoeiro,56.140 , 1 ,7/8/2013
,Macaparana,25.214 , - , - 
,Machados,15.820 , - , - 
,Manari,21.047 , 1 ,6/9/2013
,Maraial,11.433 , 1 ,17/10/2018
,Mirandiba,15.270 , - , - 
,Moreilândia,11.238 , - , - 
,Moreno,62.119 , - , - 
,Nazaré da Mata,32.280 , - , - 
,Olinda,390.771 , 1 ,23/1/2013
,Orobó,23.768 , 1 ,16/8/2013
,Orocó,14.794 , 1 ,3/12/2013
,Ouricuri,68.776 , - , - 
,Palmares,62.832 , 1 ,18/6/2013
,Palmeirina,7.761 , - , - 
,Panelas,26.417 , - , - 
,Paranatama ,11.449 , - , - 
,Parnamirim,21.383 , - , - 
,Passira,28.889 , - , - 
,Paudalho,55.942 , - , - 
,Paulista,328.353 , 1 ,17/9/2015
,Pedra,22.505 , 1 ,14/11/2013
,Pesqueira,66.881 , 1 ,1/3/2013
,Petrolândia,36.108 , 1 ,12/1/2018
,Petrolina,343.219 , 1 ,12/4/2013
,Poção,11.268 , - , - 
,Pombos,26.960 , - , - 
,Primavera,14.798 , 1 ,23/2/2015
,Quipapá,25.831 , 1 ,21/8/2014
,Quixaba,6.802 , 1 ,21/7/2014
,Riacho das Almas,20.392 , - , - 
,Ribeirão,47.088 , 1 ,2/10/2017
,Rio Formoso,23.379 , - , - 
,Sairé,10.065 , - , - 
,Salgadinho,10.747 , 1 ,3/10/2017
,Salgueiro,60.453 , 1 ,16/10/2014
,Saloá,15.779 , - , - 
,Sanharó,25.979 , - , - 
,Santa Cruz,15.202 , - , - 
,Santa Cruz da Baixa Verde,12.501 , - , - 
,Santa Cruz do Capibaribe,105.761 , 1 ,30/6/2017
,Santa Filomena,14.355 , - , - 
,Santa Maria da Boa Vista,41.652 , 1 ,21/2/2018
,Santa Maria do Cambucá,14.013 , - , - 
,Santa Terezinha,11.734 , - , - 
,São Benedito do Sul,15.683 , 1 ,23/11/2017
,São Bento do Uma,58.824 , - , - 
,São Caitano,37.023 , - , - 
,São João,22.628 , - , - 
,São Joaquim do Monte,21.257 , - , - 
,São José da Coroa Grande,20.963 , 1 ,23/6/2017
,São José do Belmonte,33.804 , - , - 
,São José do Egito,33.704 , 1 ,12/12/2014
,São Lourenço da Mata,112.099 , 1 ,14/11/2013
,São Vicente Ferrer,17.904 , 1 ,7/5/2014
,Serra Talhada,85.568 , 1 ,15/1/2014
,Serrita,19.080 , - , - 
,Sertânia,35.670 , - , - 
,Sirinhaém,45.263 , - , - 
,Solidão,5.978 , - , - 
,Surubim,64.373 , 1 ,29/8/2017
,Tabira,28.301 , 1 ,18/6/2013
,Tacaimbó,12.853 , 1 ,24/1/2018
,Tacaratu,25.368 , - , - 
,Tamandaré,23.100 , - , - 
,Taquaritinga do Norte,28.358 , 1 ,7/8/2013
,Terezinha,7.120 , - , - 
,Terra Nova,10.437 , - , - 
,Timbaúba,53.083 , 1 ,1/3/2013
,Toritama,44.189 , 1 ,30/11/2017
,Tracunhaém,13.689 , - , - 
,Trindade,30.155 , - , - 
,Triunfo,15.221 , 1 ,16/8/2013
,Tupanatinga,26.990 , 1 ,28/12/2012
,Tuparetama,8.169 , 1 ,28/9/2015
,Venturosa,18.258 , 1 ,3/5/2013
,Verdejante,9.490 , 1 ,7/8/2013
,Vertente do Lério,7.641 , - , - 
,Vertentes,20.460 , - , - 
,Vicência,32.429 , 1 ,5/12/2014
,Vitória de Santo Antão,137.578 , 1 ,3/4/2014
,Xexéu,14.651 , - , - 
,PIAUÍ,3.219.257, Sim ,7/3/2013
,Teresina,850.198 , 1 ,4/12/2015
,Acauã,6.966 , - , - 
,Agricolândia,5.062 , - , - 
,Água Branca,17.119 , 1 ,3/5/2013
,Alagoinha do Piauí,7.526 , - , - 
,Alegrete do Piauí,4.838 , 1 ,12/2/2014
,Alto Longá,14.070 , - , - 
,Altos,39.864 , - , - 
,Alvorada do Gurguéia,5.326 , - , - 
,Amarante,17.322 , 1 ,26/12/2017
,Angical do Piauí,6.684 , - , - 
,Anísio de Abreu,9.705 , 1 ,15/1/2014
,Antônio Almeida,3.114 , 1 ,28/9/2015
,Aroazes,5.748 , - , - 
,Aroeiras do Itaim,2.511 , - , - 
,Arraial,4.656 , - , - 
,Assunção do Piauí,7.717 , - , - 
,Avelino Lopes,11.503 , - , - 
,Baixa Grande do Ribeiro,11.375 , - ,
,Barra D´Alcântara,3.889 , - , - 
,Barras,46.291 , 1 ,19/4/2017
,Barreiras do Piauí,3.294 , - , - 
,Barro Duro,6.925 , - , - 
,Batalha,26.421 , - , - 
,Bela Vista do Piauí,3.947 , - , - 
,Belém do Piauí,3.503 , 1 ,7/5/2014
,Beneditinos,10.037 , 1 ,4/2/2013
,Bertolínia,5.413 , - , - 
,Betânia do Piauí,6.106 , - , - 
,Boa Hora,6.663 , 1 ,"  02/05/2017
"
,Bocaina,4.428 , - , - 
,Bom Jesus,24.711 , - , - 
,Bom Princípio do Piauí,5.535 , - , - 
,Bonfim do Piauí,5.577 , - , - 
,Boqueirão do Piauí,6.300 , - , - 
,Brasileira,8.192 , 1 ,7/7/2015
,Brejo do Piauí,3.823 , 1 ,16/5/2017
,Buriti dos Lopes,19.464 , 1 ,3/12/2013
,Buriti dos Montes,8.108 , - , - 
,Cabeceiras do Piauí,10.406 , - , - 
,Cajazeiras do Piauí,3.497 , - , - 
,Cajueiro da Praia,7.510 , - , - 
,Caldeirão Grande do Piauí,5.684 , - , - 
,Campinas do Piauí,5.522 , 1 ,12/4/2013
,Campo Alegre do Fidalgo,4.957 , - , - 
,Campo Grande do Piauí,5.842 , 1 ,7/5/2014
,Campo Largo do Piauí,7.154 , 1 ,3/7/2014
,Campo Maior,46.082 , 1 ,8/6/2017
,Canavieira,3.892 , - , - 
,Canto do Buriti,20.831 , 1 ,2/1/2013
,Capitão de Campos,11.229 , - , - 
,Capitão Gervásio Oliveira,4.033 , 1 ,7/8/2013
,Caracol,10.729 , 1 ,3/6/2013
,Caraúbas do Piauí,5.769 , - , - 
,Caridade do Piauí,4.982 , - , - 
,Castelo do Piauí,19.410 , - , - 
,Caxingó,5.330 , - , - 
,Cocal,27.338 , - , - 
,Cocal de Telha,4.812 , 1 ,3/12/2013
,Cocal dos Alves,6.054 , - , - 
,Coivaras,3.953 , 1 ,2/5/2016
,Colônia do Gurguéia,6.372 , 1 ,19/4/2013
,Colônia do Piauí,7.536 , 1 ,24/9/2018
,Conceição do Canindé,4.726 , - , - 
,Coronel José Dias,4.608 , 1 ,3/7/2014
,Corrente,26.205 , 1 ,5/9/2013
,Cristalândia do Piauí,8.154 , - , - 
,Cristino Castro,10.253 , 1 ,8/12/2017
,Curimatá,11.190 , - , - 
,Currais,4.871 , - , - 
,Curral Novo do Piauí,5.251 , - , - 
,Curralinhos,4.367 , 1 ,3/5/2013
,Demerval Lobão,13.595 , 1 ,26/6/2018
,Dirceu Arcoverde,6.896 , - , - 
,Dom Expedito Lopes,6.790 , - , - 
,Dom Inocêncio,4.287 , 1 ,7/8/2013
,Domingos Mourão,9.404 , - , - 
,Elesbão Veloso,14.383 , - , - 
,Eliseu Martins,4.834 , 1 ,22/6/2017
,Esperantina,39.078 , - , - 
,Fartura do Piauí,5.220 , 1 ,3/7/2014
,Flores do Piauí,4.393 , - , - 
,Floresta do Piauí,2.518 , 1 ,7/8/2013
,Floriano,58.969 , 1 ,12/2/2014
,Francinópolis,5.264 , - , - 
,Francisco Ayres,4.288 , 1 ,31/8/2015
,Francisco Macedo,3.128 , 1 ,5/2/2014
,Francisco Santos,9.154 , - , - 
,Fronteiras,11.432 , - , - 
,Geminiano,5.352 , - , - 
,Gilbués,10.522 , - , - 
,Guadalupe,10.335 , - , - 
,Guaribas,4.489 , - , - 
,Hugo Napoleão,3.816 , - , - 
,Ilha Grande,9.268 , 1 ,19/4/2017
,Inhuma,15.065 , - , - 
,Ipiranga do Piauí,9.649 , 1 ,7/7/2015
,Isaías Coelho,8.428 , - , - 
,Itainópolis,11.343 , 1 ,16/10/2014
,Itaueira,10.845 , 1 ,4/6/2018
,Jacobina do Piauí,5.656 , - , - 
,Jaicós,18.782 , 1 ,16/5/2017
,Jardim do Mulato,4.430 , - , - 
,Jatobá do Piauí,4.786 , - , - 
,Jerumenha,4.384 , - , - 
,João Costa,2.961 , 1 ,19/4/2017
,Joaquim Pires,14.123 , - , - 
,Joca Marques,5.350 , - , - 
,José de Freitas,38.550 , - , - 
,Juazeiro do Piauí,5.391 , 1 ,16/8/2013
,Júlio Borges,5.534 , - , - 
,Jurema,4.683 , 1 ,7/8/2013
,Lagoa Alegre,2.796 , - , - 
,Lagoa de São Francisco,8.395 , - , - 
,Lagoa do Barro do Piauí,4.582 , 1 ,3/5/2013
,Lagoa do Piauí,6.646 , - , - 
,Lagoa do Sítio,3.996 , - , - 
,Lagoinha do Piauí,5.087 , - , - 
,Landri Sales,5.217 , 1 ,3/12/2013
,Luís Correia,29.792 , - , - 
,Luzilândia,25.082 , 1 ,28/7/2017
,Madeiro,8.170 , - , - 
,Manoel Emídio,5.266 , - , - 
,Marcolândia,8.342 , 1 ,21/8/2018
,Marcos Parente,4.478 , 1 ,14/11/2013
,Massapê do Piauí,6.338 , 1 ,16/10/2014
,Matias Olímpio,10.759 , - , - 
,Miguel  Alves,33.209 , - , - 
,Miguel Leão,1.228 , - , - 
,Milton Brandão,6.511 , - , - 
,Monsenhor Gil,10.409 , 1 ,16/8/2013
,Monsenhor Hipólito,7.621 , - , - 
,Monte Alegre do Piauí,10.448 , - , - 
,Morro Cabeça no Tempo,4.066 , - , - 
,Morro do Chapéu do Piauí,6.684 , - , - 
,Murici dos Portelas,8.997 , 1 ,16/8/2013
,Nazaré do Piauí,7.231 , - , - 
,Nazária,8.425 ,, - 
,Nossa Senhora de  Nazaré,4.786 , 1 ,22/3/2017
,Nossa Senhora dos Remédios,8.547 , 1 ,14/11/2013
,Nova Santa Rita,4.302 , - , - 
,Novo Oriente do Piauí,6.466 , - , - 
,Novo Santo Antônio,2.940 , - , - 
,Oeiras,36.432 , 1 ,27/7/2015
,Olho D'Água do Piauí,2.417 , - , - 
,Padre Marcos,6.758 , 1 ,3/4/2014
,Paes Landim,4.065 , - , - 
,Pajeú do Piauí,3.333 , - , - 
,Palmeira do Piauí,4.967 , - , - 
,Palmeirais,14.295 , - , - 
,Paquetá,3.886 , - , - 
,Parnaguá,10.613 , - , - 
,Parnaíba,150.547 , 1 ,3/12/2013
,Passagem Franca do Piauí,4.500 , - , - 
,Patos do Piauí,6.288 , - , - 
,Pau D`Arco do Piauí,3.975 , - , - 
,Paulistana,20.192 , 1 ,25/11/2013
,Pavussu,3.623 , - , - 
,Pedro II,38.127 , 1 ,3/1/2018
,Pedro Laurentino,2.495 , 1 ,1/3/2013
,Picos,76.928 , 1 ,18/6/2013
,Pimenteiras,11.935 , 1 ,12/2/2014
,Pio IX,18.125 , 1 ,15/1/2014
,Piracuruca,28.312 , - , - 
,Piripiri,62.733 , - , - 
,Porto,12.358 , 1 ,7/8/2013
,Porto Alegre do Piaui,2.664 , - , - 
,Prata do Piaui,3.103 , - , - 
,Queimada Nova,8.842 , - , - 
,Redenção do Gurguéia,8.634 , - , - 
,Regeneração,17.698 , 1 ,3/12/2013
,Riacho Frio,4.246 , - , - 
,Ribeira do Piauí,4.403 , - , - 
,Ribeiro Gonçalves,7.214 , - , - 
,Rio Grande do Piauí,6.331 , - , - 
,Santa Cruz do Piaui,6.140 , 1 ,"  02/05/2017
"
,Santa Cruz dos Milagres,3.952 , - , - 
,Santa Filomena,6.156 , - , - 
,Santa Luz,5.761 , - , - 
,Santa Rosa do Piaui,4.559 , - , - 
,Santana do Piauí,5.175 , - , - 
,Santo Antônio de Lisboa,6.305 , - , - 
,Santo Antônio dos Milagres,2.125 , - , - 
,Santo Inácio do Piauí,3.731 , - , - 
,São Braz do Piauí,4.377 , - , - 
,São Félix do Piauí,2.901 , - , - 
,São Francisco do Piauí,5.657 , - , - 
,São Francisco de Assis do Piauí,6.324 , 1 ,24/4/2015
,São Gonçalo do Gurguéia,2.988 , - , - 
,São Gonçalo do Piauí,4.931 , 1 ,3/12/2013
,São João da Canabrava,4.534 , - , - 
,São João da Fronteira,5.938 , - , - 
,São João da Serra,6.050 , - , - 
,São João da Varjota,4.762 , 1 ,27/7/2015
,São João do Arraial,7.847 , 1 ,31/5/2016
,São João do Piauí,20.258 , 1 ,15/1/2014
,São José do Divino,5.260 , - , - 
,São José do Peixe,3.689 , - , - 
,São José do Piauí,6.602 , - , - 
,São Julião,6.261 , 1 ,21/7/2014
,São Lourenço do Piauí,4.501 , 1 ,12/2/2014
,São Luis do Piauí,2.602 , - , - 
,São Miguel da Baixa Grande,2.413 , - , - 
,São Miguel do Fidalgo,2.991 , - , - 
,São Miguel do Tapuio,17.395 , - , - 
,São Pedro do Piauí,14.056 , 1 ,3/12/2013
,São Raimundo Nonato,34.109 , 1 ,7/5/2014
,Sebastião Barros,3.421 , - , - 
,Sebastião Leal,4.224 , - , - 
,Sigefredo Pacheco,9.880 , - , - 
,Simões,14.398 , - , - 
,Simplício Mendes,12.488 , - , - 
,Socorro do Piauí,4.500 , - , - 
,Sussuapara,6.612 , - , - 
,Tamboril do Piauí,2.870 , - , - 
,Tanque do Piauí,2.719 , - , - 
,União,43.761 , - , - 
,Uruçuí,21.188 , - , - 
,Valença do Piauí,20.588 , - , - 
,Várzea Branca,4.873 , 1 ,3/7/2014
,Várzea Grande,4.325 , - , - 
,Vera Mendes,3.029 , - , - 
,Vila Nova do Piauí,2.931 , 1 ,13/11/2013
,Wall Ferraz,4.390 , - , - 
,RIO DE JANEIRO,16.718.956, Sim ,7/5/2014
,Rio de Janeiro ,6.520.266 , 1 ,16/6/2017
,Angra dos Reis,194.619 , 1 ,24/4/2015
,Aperibé,11.292 , 1 ,5/9/2013
,Araruama,126.742 , 1 ,13/11/2013
,Areal,12.143 , 1 ,21/3/2013
,Armação dos Búzios,32.260 , 1 ,30/7/2014
,Arraial do Cabo,29.304 , 1 ,30/4/2018
,Barra do Piraí,97.460 , - ,
,Barra Mansa,179.451 , 1 ,14/8/2013
,Belford Roxo,495.783 , 1 ,13/12/2013
,Bom Jardim,26.566 , 1 ,14/6/2013
,Bom Jesus do Itabapoana,36.068 , 1 ,2/10/2017
,Cabo Frio,216.030 , 1 ,2/1/2013
,Cachoeiras de Macacu,57.048 , - ,
,Cambuci,15.124 , - ,
,Campos dos Goyatacazes,490.288 , 1 ,20/8/2013
,Cantagalo,19.697 , 1 ,16/10/2014
,Carapebus,15.568 , - ,
,Cardoso Moreira,12.519 , 1 ,21/3/2013
,Carmo,18.264 , 1 ,16/10/2014
,Casimiro de Abreu,41.999 , 1 ,12/2/2014
,Comendador Levy Gasparian,8.336 , 1 ,25/11/2013
,Conceição de Macabu,22.461 , 1 ,17/9/2013
,Cordeiro,21.250 , 1 ,28/12/2012
,Duas Barras ,11.169 , 1 ,28/7/2017
,Duque de Caxias,890.997 , 1 ,12/9/2016
,Engenheiro Paulo de Frontin,13.576 , - ,
,Guapimirim,57.921 , 1 ,3/5/2013
,Iguaba Grande,26.936 , 1 ,27/10/2015
,Itaboraí,232.394 , 1 ,21/8/2014
,Itaguaí,122.369 , 1 ,12/12/2014
,Italva,14.723 , 1 ,12/12/2014
,Itaocara,22.694 , - ,
,Itaperuna,99.997 , - ,
,Itatiaia,30.703 , 1 ,1/3/2013
,Japeri,101.237 , 1 ,12/4/2013
,Laje do Muriaé,7.217 , 1 ,12/9/2013
,Macaé,244.139 , 1 ,14/12/2012
,Macuco,5.434 , 1 ,3/5/2013
,Magé,237.420 , 1 ,31/8/2015
,Mangaratiba,42.415 , 1 ,16/8/2013
,Maricá,153.008 , 1 ,21/3/2013
,Mendes,18.123 , 1 ,16/6/2017
,Mesquita,171.280 , 1 ,6/9/2013
,Miguel Pereira,24.871 , 1 ,24/6/2016
,Miracema,26.551 , 1 ,2/10/2017
,Natividade,14.960 , - ,
,Nilópolis,158.329 , 1 ,6/9/2013
,Niterói,499.028 , 1 ,12/8/2014
,Nova Friburgo,185.381 , 1 ,19/9/2013
,Nova Iguaçu,798.647 , 1 ,22/1/2013
,Paracambi,50.447 , 1 ,23/6/2017
,Paraíba do Sul,42.922 , 1 ,22/1/2013
,Parati,41.454 , 1 ,20/11/2014
,Paty do Alferes,26.991 , - ,
,Petrópolis,298.235 , 1 ,29/5/2015
,Pinheiral,24.282 , 1 ,9/10/2013
,Piraí,28.222 , 1 ,3/12/2013
,Porciúncula,18.248 , 1 ,24/8/2017
,Porto Real,18.829 , - ,
,Quatis,13.785 , 1 ,3/12/2013
,Queimados,145.386 , - ,
,Quissamã,23.535 , 1 ,14/8/2013
,Resende,126.923 , 1 ,3/6/2013
,Rio Bonito,58.272 , 1 ,16/4/2014
,Rio Claro,17.988 , - ,
,Rio das Flores,8.984 , 1 ,3/5/2013
,Rio das Ostras,141.117 , 1 ,30/7/2014
,Santa Maria Madalena,10.172 , 1 ,28/12/2012
,Santo Antônio de Pádua,41.312 , 1 ,3/12/2013
,São Fidélis,37.689 , 1 ,26/10/2016
,São Francisco de Itabapoana,41.191 , - ,
,São Gonçalo,1.049.826 , 1 ,3/6/2013
,São João da Barra,35.174 , 1 ,12/2/2014
,São João de Meriti,460.461 , 1 ,19/10/2015
,São José de Ubá,6.953 , 1 ,5/12/2014
,São José do Vale do Rio Preto,21.114 , 1 ,18/4/2013
,São Pedro da Aldeia,99.906 , 1 ,16/10/2014
,São Sebastião do Alto,9.094 , 1 ,16/8/2013
,Sapucaia,17.765 ,1,20/4/2018
,Saquarema,85.175 , 1 ,12/2/2014
,Seropédica,84.416 , - ,
,Silva Jardim,21.253 , 1 ,5/12/2014
,Sumidouro,15.191 , - ,
,Tanguá,32.970 , 1 ,31/5/2016
,Teresópolis,176.060 , 1 ,14/6/2013
,Trajano de Morais,10.352 , 1 ,16/8/2013
,Três Rios,79.402 , 1 ,28/12/2012
,Valença,74.237 , - ,
,Varre-Sai,10.597 , - ,
,Vassouras,35.768 , 1 ,14/12/2017
,Volta Redonda,265.201 , 1 ,2/1/2013
,RIO GRANDE DO NORTE,3.507.003, Sim ,7/3/2013
,Natal,885.180 , 1 ,24/4/2013
,Acari,11.333 , - , - 
,Açu,58.183 , - , - 
,Afonso Bezerra,11.211 , - , - 
,Água Nova,3.260 , - , - 
,Alexandria,13.827 , 1 ,7/5/2014
,Almino Afonso,4.854 , 1 ,24/5/2017
,Alto do Rodrigues,14.365 , - , - 
,Angicos,11.909 , 1 ,7/8/2013
,Antônio Martins ,7.237 , - , - 
,Apodi,36.323 , - , - 
,Areia Branca,27.401 , - , - 
,Arês,14.307 , - , - 
,Augusto Severo/Campo Grande,9.768 , 1 ,12/12/2014
,Baía Formosa,9.309 , - , - 
,Baraúna,28.085 , - , - 
,Barcelona,4.064 , - , - 
,Bento Fernandes,5.527 , - , - 
,Bodó,2.307 , - , - 
,Bom Jesus,10.254 , 1 ,14/6/2013
,Brejinho,12.720 , 1 ,16/10/2014
,Caiçara do Norte,6.624 , 1 ,7/11/2017
,Caiçara do Rio do Vento,3.680 , - , - 
,Caicó,68.222 , - , - 
,Campo Redondo,11.244 , 1 ,18/5/2017
,Canguaretama,34.267 , 1 ,30/7/2014
,Caraúbas,20.707 , 1 ,14/6/2013
,Carnaúba dos Dantas,8.188 , 1 ,24/8/2017
,Carnaubais,10.715 , - , - 
,Ceará-Mirim,73.849 , - , - 
,Cerro Corá,11.344 , - , - 
,Coronel Ezequiel,5.593 , 1 ,18/6/2013
,Coronel João Pessoa,4.980 , - , - 
,Cruzeta,8.147 , - , - 
,Currais Novos,45.228 , 1 ,5/9/2013
,Doutor Severiano,7.190 , 1 ,14/6/2013
,Encanto,5.666 , - , - 
,Equador,6.119 , - , - 
,Espírito Santo,10.702 , 1 ,7/1/2015
,Extremoz,28.331 , 1 ,14/12/2012
,Felipe Guerra,6.052 , 1 ,8/6/2017
,Florânia,9.262 , 1 ,3/12/2013
,Fernando Pedroza,3.072 , - , - 
,Francisco Dantas,2.890 , 1 ,19/10/2015
,Frutuoso Gomes,4.180 , 1 ,3/5/2013
,Galinhos,2.715 , - , - 
,Goianinha,26.068 , 1 ,14/11/2013
,Governador Dix-Sept Rosado,13.157 , 1 ,22/3/2017
,Grossos,10.386 , - , - 
,Guamaré,15.309 , - , - 
,Ielmo Marinho,13.714 , - , - 
,Ipanguaçu,15.464 , 1 ,22/7/2013
,Ipueira,2.251 , 1 ,14/6/2013
,Itajá,7.571 , 1 ,1/3/2013
,Itaú,5.930 , 1 ,14/6/2013
,Jaçanã,9.068 , 1 ,18/6/2013
,Jandaíra,6.942 , - , - 
,Janduís,5.386 , 1 ,16/8/2013
,Januário Cicco,10.096 , - , - 
,Japi,5.247 , - , - 
,Jardim de Angicos,2.663 , 1 ,29/7/2013
,Jardim de Piranhas,14.858 , 1 ,14/6/2013
,Jardim do Seridó,12.579 , 1 ,19/9/2013
,João Câmara,35.087 , - , - 
,João Dias,2.695 , - , - 
,José da Penha,6.050 , 1 ,15/1/2014
,Jucurutu,18.530 , 1 ,19/9/2013
,Jundiá,3.910 , - , - 
,Lagoa D'Anta,6.793 , 1 ,3/5/2013
,Lagoa de Pedras,7.579 , 1 ,16/10/2014
,Lagoa de Velhos,2.771 , 1 ,5/12/2014
,Lagoa Nova,15.590 , - , - 
,Lagoa Salgada,8.269 , - , - 
,Lajes,11.316 , - , - 
,Lajes Pintadas,4.822 , - , - 
,Lucrécia,4.002 , 1 ,18/6/2013
,Luís Gomes,10.211 , 1 ,20/9/2017
,Macaíba,80.031 , 1 ,7/8/2013
,Macau,31.859 , - , - 
,Major Sales,4.002 , 1 ,4/2/2013
,Marcelino Vieira,8.492 , 1 ,20/7/2017
,Martins,8.793 , 1 ,18/6/2013
,Maxaranguape ,12.223 , - , - 
,Messias Targino ,4.608 , - , - 
,Montanhas,11.503 , 1 ,28/3/2017
,Monte Alegre,22.462 , 1 ,4/11/2014
,Monte das Gameleiras,2.178 , - , - 
,Mossoró,295.619 , 1 ,19/08/2013
,Nísia Floresta,27.372 , 1 ,19/9/2013
,Nova Cruz,37.695 , 1 ,12/2/2014
,Olho D'Água dos Borges,4.349 , 1 ,18/6/2013
,Ouro Branco,4.882 , 1 ,15/1/2014
,Paraná,4.276 , 1 ,3/4/2014
,Paraú,3.859 , - , - 
,Parazinho,5.258 , 1 ,15/1/2014
,Parelhas,21.669 , - , - 
,Parnamirim ,254.709 , - , - 
,Passa e Fica,13.099 , - , - 
