NOME_MUNICIPIO [-],CODIGO [-],GENTILICO [-],PREFEITO [2017],AREA - AREA [2017],POPESTIMADA - POPESTIMADA [2018],DENSIDADE - DENSIDADE [2010],IDHM [2010],RECEITAS - REAL_MIL [2017],DESPESAS - REAL_MIL [2017],PIB - REAL [2016],
São João do Paraíso,2111052,paraisense,ROBERTO REGIS DE ALBUQUERQUE,2053843,11162,5.27,609,26656,23999,13647.29,
São João do Soter,2111078,sotense,JOSERLENE SILVA BEZERRA DE ARAÚJO,1438067,18438,11.99,517,45474,43154,5197.89,
São João dos Patos,2111102,patoense,GILVANA EVANGELISTA DE SOUZA,1482661,25860,16.61,615,51988,44045,10157.25,
São José de Ribamar,2111201,ribamarense,LUIS FERNANDO MOURA DA SILVA,385777,176321,419.82,708,322585,260744,10808.38,
São José dos Basílios,2111250,basiliense,CREGINALDO RODRIGUES DE ASSIS,353232,7642,20.67,557,16800,17498,5708.66,
São Luís,2111300,são-luisense ou ludovicense,EDIVALDO DE HOLANDA BRAGA JUNIOR,834827,1094667,1215.69,768,2818009,2532501,26154.25,
São Luís Gonzaga do Maranhão,2111409,gonzaguense,FRANCISCO PEDREIRA MARTINS JUNIOR,909164,18988,20.81,540,47686,42093,6996.99,
São Mateus do Maranhão,2111508,são-mateuense,HAMILTON NOGUEIRA ARAGÃO,783224,41350,49.91,616,71692,71059,7493.54,
São Pedro da Água Branca,2111532,agua-braquense,GILSIMAR FERREIRA PEREIRA,720452,12645,16.70,605,30764,27710,7082.34,
São Pedro dos Crentes,2111573,são-pedrense,LAHESIO RODRIGUES DO BONFIM,979631,4651,4.52,600,15625,13586,11044.22,
São Raimundo das Mangabeiras,2111607,mangabeirense,RODRIGO BOTELHO MELO COELHO,3521515,18755,4.96,610,53064,51150,21280.95,
São Raimundo do Doca Bezerra,2111631,são-raimundense,SELITON MIRANDA DE MELO,419352,5345,14.52,516,18008,16919,7209.19,
São Roberto,2111672,são-robertense,RAIMUNDO GOMES DE LIMA,227463,6649,26.19,516,17222,17273,5786.45,
São Vicente Ferrer,2111706,vicentino,CONCEIÇÃO DE MARIA PEREIRA CASTRO,381024,22142,53.38,592,36997,36166,6287.90,
Satubinha,2111722,satubinhense,DULCE MACIEL PINTO DA CUNHA,441811,13730,27.14,493,28584,28152,4766.74,
Senador Alexandre Costa,2111748,alexandrecostense,ORLANDO MAURO SOUSA AROUCHE,426437,11067,24.05,538,22899,23061,5695.12,
Senador La Rocque,2111763,laroquense,DARIONILDO DA SILVA SAMPAIO,738548,14367,14.55,602,32232,40430,10561.69,
Serrano do Maranhão,2111789,serranense,JONHSON MEDEIRO RODRIGUES,1165860,10206,9.06,519,24325,23761,5639.94,
Sítio Novo,2111805,sitio-novense,JOÃO CARVALHO DOS REIS,3114871,18001,5.46,564,955,40698,7622.00,
Sucupira do Norte,2111904,sucupirense,LEILA MARIA REZENDE RIBEIRO,1074435,10639,9.72,579,24997,22834,6179.24,
Sucupira do Riachão,2111953,sucupirense,GILZANIA RIBEIRO AZEVEDO,863908,5645,8.17,568,16487,14462,7056.51,
Tasso Fragoso,2112001,fragosense,ROBERTH CLEYDSON MARTINS COELHO,4382975,8459,1.78,599,35300,29746,58403.77,
Timbiras,2112100,timbirense,ANTONIO BORBA LIMA,1486584,29064,18.83,537,46426,41478,4848.73,
Timon,2112209,timonense,LUCIANO FERREIRA DE SOUSA,1764612,167973,89.18,649,347107,333512,9616.57,
Trizidela do Vale,2112233,trizidelense,CHARLES FREDERICK MAIA FERNANDES,292036,21885,85.01,606,50235,47472,8268.21,
Tufilândia,2112274,tufilandense,VILDIMAR ALVES RICARDO,271007,5826,20.65,555,23296,25170,6919.99,
Tuntum,2112308,tuntuense,CLEOMAR TEMA CARVALHO CUNHA,3369120,41621,11.56,572,106748,78365,6739.40,
Turiaçu,2112407,turiense,JOAQUIM UMBELINO RIBEIRO,2578497,35497,13.16,561,68137,70208,8333.33,
Turilândia,2112456,turilandense,ALBERTO MAGNO SERRÃO MENDES,1511857,25365,15.11,536,52554,51009,5973.86,
Tutóia,2112506,tutoiense,ROMILDO DAMASCENO SOARES,1651649,58311,31.96,561,94746,92975,6766.18,
Urbano Santos,2112605,urbano-santense,IRACEMA CRISTINA VALE LIMA,1705773,32775,20.35,588,66615,70807,5403.47,
Vargem Grande,2112704,vargem-grandense,JOSE CARLOS DE OLIVEIRA BARROS,1957751,55841,25.24,542,95867,92156,5091.90,
Viana,2112803,vianense,MAGRADO AROUCHA BARROS,1168443,52229,42.36,618,92120,89953,7803.02,
Vila Nova dos Martírios,2112852,vila-novense,KARLA BATISTA CABRAL SOUZA,1188781,13183,9.47,581,30498,35429,16509.59,
Vitória do Mearim,2112902,vitoriense,DÍDIMA MARIA CORRÊA COÊLHO,716719,32664,43.56,596,64855,60752,8771.50,
Vitorino Freire,2113009,vitorinense,LUANNA MARTINS BRINGEL REZENDE,1193385,31525,24.25,570,64950,62015,6932.37,
Zé Doca,2114007,zé-doquense,MARIA JOSENILDA CUNHA RODRIGUES,2140109,51471,20.77,595,91918,84990,7489.46,
Acorizal,5100102,acorizano,CLODOALDO MONTEIRO DA SILVA,852727,5424,6.56,628,Não informado,Não informado,13362.95,
Água Boa,5100201,água-boense,MAURO ROSA DA SILVA,7510635,25229,2.79,729,92166,81874,37449.63,
Alta Floresta,5100250,alta-florestense,ASIEL BEZERRA DE ARAUJO,8953191,51615,5.48,714,146440,118288,31623.80,
Alto Araguaia,5100300,araguaiano,GUSTAVO DE MELO ANICEZIO,5399292,18703,2.84,704,63036,55216,50298.54,
Alto Boa Vista,5100359,alto boa vistense,VALTUIR CANDIDO DA SILVA,2240438,6659,2.34,651,23227.7278,20002.89582,16877.29,
Alto Garças,5100409,alto-garcense,CLAUDINEI SINGOLANO,3866916,11868,2.76,701,34498,33495,51515.18,
Alto Paraguai,5100508,alto-paraguaiense,DIANE VIEIRA VASCONCELOS ALVES,1844817,11238,5.45,638,21878,20863,10060.57,
Alto Taquari,5100607,taquariense,LAIRTO JOAO SPERANDIO,1440401,10557,5.70,705,53112,42129,104237.70,
Apiacás,5100805,apiacaense,ADALTO JOSE ZAGO,20488469,9979,0.42,675,37081,29955,13872.22,
Araguaiana,5101001,araguaianense,GETULIO DUTRA VIEIRA NETO,6422966,3119,0.50,687,20686,18851,23880.40,
Araguainha,5101209,araguainhense,SILVIO JOSÉ DE MORAIS FILHO,687779,956,1.59,701,11893,10487,19395.16,
Araputanga,5101258,araputanguense,JOEL MARINS DE CARVALHO,1610888,16690,9.59,725,44238,38293,25725.30,
Arenápolis,5101308,arenapolitano,JOSÉ MAURO FIGUEIREDO,415585,9714,24.75,704,23259,22845,17256.01,
Aripuanã,5101407,aripuanense,JONAS RODRIGUES DA SILVA,25107968,21987,0.74,675,73847,64238,32753.74,
Barão de Melgaço,5101605,melgaciano,ELVIO DE SOUZA QUEIROZ,11174474,8563,0.68,600,17688.07082,15363.44699,11066.77,
Barra do Bugres,5101704,barrense,RAIMUNDO NONATO DE ABREU SOBRINHO,5981569,34619,5.25,693,91645,77014,35540.00,
Barra do Garças,5101803,barra-garcense,ROBERTO ANGELO DE FARIAS,9079291,60661,6.23,748,178792,161170,29773.13,
Bom Jesus do Araguaia,5101852,bom-jesuense,JOEL FERREIRA,4274218,6452,1.24,661,25178.9329,22603.82245,42323.80,
Brasnorte,5101902,brasnortense,MAURO RUI HEISLER,15959135,19248,0.96,696,66422,57804,44624.75,
Cáceres,5102504,cacerense,FRANCIS MARIS CRUZ,24593031,93882,3.61,708,205608,185749,18911.20,
Campinápolis,5102603,campinapolense,JEOVAN FARIA,5981707,15830,2.40,538,54804,47101,16932.06,
Campo Novo do Parecis,5102637,campo-novense,RAFAEL MACHADO,9434425,34558,2.92,734,165989,130150,86709.75,
Campo Verde,5102678,campo-verdense,FABIO SCHROETER,4768083,42871,6.61,750,143947,131415,60604.23,
Campos de Júlio,5102686,campo juliense,JOSE ODIL DA SILVA,6787282,6710,0.76,744,50917,46033,202309.42,
Canabrava do Norte,5102694,canabravense,JOAO CLEITON ARAUJO DE MEDEIROS,3452684,4761,1.39,667,17374,14279,31345.42,
Canarana,5102702,canaranense,FABIO MARCOS PEREIRA DE FARIA,10882379,21311,1.72,693,82156,72357,50430.17,
Carlinda,5102793,carlindense,CARMELINDA LEAL MARTINES COELHO,2416144,10413,4.59,665,32777,26723,15509.98,
Castanheira,5102850,castanheirense,MABEL DE FATIMA MELANEZI ALMICI,3909537,8695,2.11,665,26182,22676,16226.13,
Chapada dos Guimarães,5103007,chapadense,THELMA PIMENTEL FIGUEIREDO DE OLIVEIRA,6611785,19588,2.85,688,50539.79,45328.40095,32950.22,
Cláudia,5103056,claudiense,ALTAMIR KURTEN,3849991,12052,2.86,699,45079,38720,32264.33,
Cocalinho,5103106,cocalinhense,DALVA MARIA DE LIMA PERES,16516319,5691,0.33,660,31491.03146,27693.81863,25801.78,
Colíder,5103205,colidense,NOBORU TOMIYOSHI,3103958,33224,9.95,713,85006,74655,27128.23,
Colniza,5103254,colnizense,ESVANDIR ANTONIO MENDES,27946126,37280,0.94,611,71915,63549,13256.05,
Comodoro,5103304,comodorense,JEFERSON FERREIRA GOMES,21518252,20513,0.84,689,69180,57543,28116.37,
Confresa,5103353,confresense,RONIO CONDÃO BARROS MILHOMEM,5801945,30347,4.33,668,75943,62237,24268.84,
Conquista D'Oeste,5103361,conquistense d?oeste,JOSÉ CARLOS DE OLIVEIRA,2684256,3973,1.27,718,23635,18937,22125.95,
Cotriguaçu,5103379,cotriguaçuenses,JAIR KLASNER,9421076,19254,1.58,601,44734,36117,10501.60,
Cuiabá,5103403,cuiabano (papa peixe),EMANUEL PINHEIRO,3293537,607153,157.66,785,2153679,2043592,37930.34,
Curvelândia,5103437,curvelandenses,SIDINEI CUSTODIO DA SILVA,359031,5192,13.53,690,17416,12976,22055.97,
Denise,5103452,denisiense,ELIANE LINS DA SILVA,1278502,9377,6.52,683,20379,18896,46645.93,
Diamantino,5103502,diamantinense,EDUARDO CAPISTRANO DE OLIVEIRA,8191577,21904,2.47,718,95669,84475,104092.58,
Dom Aquino,5103601,dom-aquinense,JOSAIR JEREMIAS LOPES,2224269,8199,3.71,690,26050,23174,42370.03,
Feliz Natal,5103700,feliz-natalenses,RAFAEL PAVEI,11678999,13857,0.95,692,41307,34198,28302.55,
Figueirópolis D'Oeste,5103809,figueiropolense,EDUARDO FLAUSINO VILELA,888106,3537,4.22,679,16288,13682,17211.74,
Gaúcha do Norte,5103858,gauchenses-do-norte,VONEY RODRIGUES GOULART,16934298,7513,0.37,615,34196,30793,49852.67,
General Carneiro,5103908,general-carneirense,MARCELO DE AQUINO,3710456,5487,1.32,670,25662,23525,46225.42,
Glória D'Oeste,5103957,glorienses-do-oeste,PAULO REMÉDIO,835390,3045,3.67,710,17350,13706,23742.42,
Guarantã do Norte,5104104,guarantanhense,ÉRICO STEVAN GONÇALVES,4734589,35497,6.80,703,91263,78329,19771.72,
Guiratinga,5104203,guiratinguense,HUMBERTO DOMINGUES,5044139,15035,2.75,705,42702,36434,25825.95,
Indiavaí,5104500,indiavaiense,VALTEIR QUIRINO DOS SANTOS,592639,2725,3.97,661,15945,13757,23080.27,
Ipiranga do Norte,5104526,ipiranguense,PEDRO FERRONATTO,3467051,7395,1.48,727,39770,33350,89906.55,
Itanhangá,5104542,itanhangaense,EDU LAUDI PASCOSKI,2898073,6587,1.82,710,21687,17906,33881.91,
Itaúba,5104559,itaubense,VALCIR DONATO,4529581,3901,1.01,690,30886,26144,43628.99,
Itiquira,5104609,itiquirense,HUMBERTO BORTOLINI,8659910,13163,1.32,693,74595,64856,91162.75,
Jaciara,5104807,jaciarense,ABDULJABAR GALVIN MOHAMMAD,1675129,27628,15.51,735,83834,75349,33695.83,
Jangada,5104906,jangadense,EDERZIO DE JESUS MENDES,1015308,8366,7.56,630,19289,17965,28100.03,
Jauru,5105002,jauruense,PEDRO FERREIRA DE SOUZA,1358411,9006,8.03,673,34807,29886,29144.31,
Juara,5105101,juarense,LUCIANE BORBA AZOIA BEZERRA,22622350,34815,1.45,682,107350,93567,23148.19,
Juína,5105150,juinense,ALTIR ANTONIO PERUZZO,26189919,40905,1.50,716,123326,103068,24006.82,
Juruena,5105176,juruenense,SANDRA JOSY LOPES DE SOUZA,2778986,15370,4.03,662,32296,27266,11933.08,
Juscimeira,5105200,juscimeirense,MOISES DOS SANTOS,2292758,11275,5.18,714,33977,29756,27593.86,
Lambari D'Oeste,5105234,lambarienses,EDVALDO ALVES DOS SANTOS,1765077,6059,3.08,627,23254,20483,30246.61,
Lucas do Rio Verde,5105259,luquense,FLORI LUIZ BINOTTI,3675221,63411,12.43,768,253807,211261,62202.25,
Luciara,5105309,luciarense,FAUSTO AQUINO DE AZAMBUJA FILHO,4243028,2099,0.52,676,13389,11237,13808.95,
Vila Bela da Santíssima Trindade,5105507,vila-belense,WAGNER VICENTE DA SILVEIRA,13420443,15983,1.08,645,65850,55864,27536.04,
Marcelândia,5105580,marcelandense,ARNÓBIO VIEIRA DE ANDRADE,12273552,10700,0.98,701,41007,32798,25172.86,
Matupá,5105606,matupaense,VALTER MIOTTO FERREIRA,5219025,16334,2.71,716,59634,50933,39015.20,
Mirassol d'Oeste,5105622,miradolense,EUCLIDES DA SILVA PAIXÃO,1079659,27536,23.50,704,64032,55667,23061.55,
Nobres,5105903,nobrense,LEOCIR HANEL,3911850,15338,3.85,699,56300,45238,35667.87,
Nortelândia,5106000,nortelandense,JOSSIMAR JOSÉ FERNANDES,1353604,6056,4.77,702,22510,18693,19405.78,
Nossa Senhora do Livramento,5106109,livramentense,SILMAR DE SOUZA GONÇALVES,4934713,13231,2.29,638,37686,32899,17131.56,
Nova Bandeirantes,5106158,nova bandeirantense,VALDIR PEREIRA DOS SANTOS,9593268,14909,1.21,650,38591,33976,13515.26,
Nova Nazaré,5106174,nova-nazareense,JOAO TEODORO FILHO,4037501,3765,0.75,595,23091,18261,17045.86,
Nova Lacerda,5106182,novo-lacerdenses,UILSON JOSE DA SILVA,4793173,6526,1.15,636,27722,22275,26820.22,
Nova Santa Helena,5106190,nova-santa-helenense,TEREZINHA GUEDES CARRARA,2375578,3699,1.47,714,21743,18575,36942.35,
Nova Brasilândia,5106208,brasilandense,MAURIZA AUGUSTA DE OLIVEIRA,3278861,3928,1.40,651,21160,18306,19047.64,
Nova Canaã do Norte,5106216,canaense,RUBENS ROBERTO ROSA,5955408,12739,2.03,686,47220,36058,29564.82,
Nova Mutum,5106224,mutuense,ADRIANO XAVIER PIVETTA,9532064,43919,3.31,758,183404,160020,71101.06,
Nova Olímpia,5106232,nova-olimpiense,JOSE ELPIDIO DE MORAES CAVALCANTE,1367743,20034,11.30,682,60587,46342,32212.24,
Nova Ubiratã,5106240,novo-ubiratãenses,VALDENIR JOSE DOS SANTOS,12500114,11694,0.73,669,56816,50076,115474.99,
Nova Xavantina,5106257,nova-xavantinense,JOÃO BATISTA VAZ DA SILVA,5530393,21231,3.52,704,59140,47789,25790.65,
Novo Mundo,5106265,novo-mundenses,ANTONIO MAFINI,5791050,8990,1.27,674,30330,24691,20062.35,
Novo Horizonte do Norte,5106273,novo-horizontino,SILVANO PEREIRA NEVES,898499,3985,4.26,664,19974,17522,15576.79,
Novo São Joaquim,5106281,são-joaquinense,ANTONIO AUGUSTO JORDAO,5231297,5199,1.20,649,31161,25706,69298.96,
Paranaíta,5106299,paranaitense,ANTONIO DOMINGO RUFATTO,4796013,11193,2.23,672,62542,53522,37331.31,
Paranatinga,5106307,paranatinguense,JOSIMAR MARQUES BARBOSA,24162444,22246,0.80,667,77286,63279,35389.47,
Novo Santo Antônio,5106315,novo-santo-antoniense,ADÃO SOARES NOGUEIRA,4393796,2574,0.46,653,18706,14213,14481.12,
Pedra Preta,5106372,pedra-pretense,JUVENAL PEREIRA BRITO,4049470,17456,3.83,679,54403,47160,43698.96,
Peixoto de Azevedo,5106422,peixotense,MAURICIO FERREIRA DE SOUZA,14400642,34607,2.16,649,83658,71537,14059.80,
Planalto da Serra,5106455,planaltenses-da-serra,ANGELINA BENEDITA PEREIRA,2442452,2676,1.11,656,16941.02297,13557.55395,27092.10,
Poconé,5106505,poconeano,ATAIL MARQUES DO AMARAL,17164002,32768,1.84,652,45771,50145,15841.91,
Pontal do Araguaia,5106653,pontalense,GERSON ROSA DE MORAES,2736619,6578,1.97,734,19501.72037,15620.10965,14621.50,
Ponte Branca,5106703,ponte-branquense,HUMBERTO LUIZ NOGUEIRA DE MENEZES,686323,1602,2.58,686,13574,11424,15936.02,
Pontes e Lacerda,5106752,lacerdense,ALCINO PEREIRA BARCELOS,8567455,45093,4.84,703,116742,91387,27402.72,
Porto Alegre do Norte,5106778,porto-alegrense,DANIEL ROSA DO LAGO,3972250,12347,2.71,673,29090,25786,17891.33,
Porto dos Gaúchos,5106802,porto-gauchense,MOACIR PINHEIRO PIOVESAN,6862118,5429,0.78,685,34937,30059,66527.17,
Porto Esperidião,5106828,portense,MARTINS DIAS DE OLIVEIRA,5810977,11935,1.90,652,46746,39030,17191.19,
Porto Estrela,5106851,portoestrelense,EUGÊNIO PELACHIM,2057327,3050,1.77,599,18959,15671,18182.35,
Poxoréu,5107008,poxoreano ou poxorense,NELSON ANTONIO PAIM,6874158,16421,2.55,678,50683,46483,32843.98,
Primavera do Leste,5107040,primaverense,PAULO EROMAR BERSCH,5482065,61038,9.52,752,222002,195923,61274.33,
Querência,5107065,querenciano,FERNANDO GORGEN,17786195,17014,0.73,692,79500,68483,75163.71,
São José dos Quatro Marcos,5107107,quatro-marquense,RONALDO FLOREANO DOS SANTOS,1287884,18967,14.75,719,41083,41245,19006.62,
Reserva do Cabaçal,5107156,reservense,TARCISIO FERRARI,1342076,2721,1.92,676,16651.09734,12531.31861,14493.00,
Ribeirão Cascalheira,5107180,cascalheirense,REYNALDO FONSECA DINIZ,11354806,10081,0.78,670,28364,27876,26125.61,
Ribeirãozinho,5107198,ribeirãozense,RONIVON PARREIRA DAS NEVES,625806,2388,3.52,692,18007,14128,31510.34,
Rio Branco,5107206,rio-branquense,ANTONIO XAVIER DE ARAUJO,561641,5159,9.01,707,20488,17076,15825.35,
Santa Carmem,5107248,santa-carmense,RODRIGO AUDREY FRANTZ,3855362,4486,1.06,715,25425,21598,78374.26,
Santo Afonso,5107263,santo-afonsense,JOABE ALMEIDA DOS SANTOS,1174212,3136,2.55,689,17458,14150,23443.37,
São José do Povo,5107297,sãojoseenses-do-povo,ARIVALDO MEDEIROS DE SANTANA,448285,4021,8.09,661,16134,13770,11273.34,
São José do Rio Claro,5107305,rio-clarense,VALDOMIRO LACHOVICZ,4533010,20312,3.77,682,54747,45923,33865.26,
São José do Xingu,5107354,São-xinguano,LUIZ CARLOS NUNES CASTELO,7459645,5569,0.70,657,31487,25848,55460.43,
São Pedro da Cipa,5107404,cipense,ALEXANDRE RUSSI,344050,4674,12.12,660,17095,15172,11047.19,
Rondolândia,5107578,rondolandense,AGNALDO RODRIGUES DE CARVALHO,12670852,3966,0.28,640,23334.07832,19945.50561,18163.23,
Rondonópolis,5107602,rondonopolitano,JOSE CARLOS JUNQUEIRA DE ARAUJO,4686622,228857,47.00,755,818387,717406,43024.92,
Rosário Oeste,5107701,rosariense,JOÃO ANTONIO DA SILVA BALBINO,7419629,17237,2.36,650,46681.10301,40524.10717,17994.16,
Santa Cruz do Xingu,5107743,santa-cruzense-do-xingu,MARCOS DE SÁ FERNANDES DA SILVA,5651748,2495,0.34,684,18154,15866,40459.57,
Salto do Céu,5107750,saltense,WEMERSON ADAO PRATA,1754501,3437,2.23,666,17908,17079,18332.07,
Santa Rita do Trivelato,5107768,trivelatenses,EGON HOEPERS,4733924,3330,0.53,735,27059,23543,167966.16,
Santa Terezinha,5107776,santa-terezinhense,EUCLESIO JOSE FERRETTO,6466894,8281,1.14,609,26856,22621,16875.71,
Santo Antônio do Leste,5107792,santo-antoniense-do-leste,MIGUEL JOSE BRUNETTA,3404565,5023,1.04,655,28913,24779,78575.22,
Santo Antônio do Leverger,5107800,santo-antoniense (papa abóbora),VALDIR PEREIRA DE CASTRO FILHO,11735752,16433,1.51,656,42972,44194,28253.52,
São Félix do Araguaia,5107859,são-felixcense,JANAILZA TAVEIRA LEITE,16713475,11615,0.64,668,44869,39460,54972.41,
Sapezal,5107875,sapezalense,VALCIR CASAGRANDE,13624368,25054,1.33,732,108771,93548,113763.91,
Serra Nova Dourada,5107883,serra douradense,JOSE OCIMAR GOMES DA SILVA AGUIAR,1500391,1622,0.91,664,14533,11201,23576.94,
Sinop,5107909,sinopense,ROSANA TEREZA MARTINELLI,3942229,139935,28.69,754,405445,353588,38499.31,
Sorriso,5107925,sorrisiense,ARI GENEZIO LAFIN,9347556,87815,7.13,744,309156,268246,68132.44,
Tabaporã,5107941,tabapoaense,SIRINEU MOLETA,8448004,9565,1.19,695,45634,34144,39380.31,
Tangará da Serra,5107958,tangaraense,FABIO MARTINS JUNQUEIRA,11601252,101764,7.37,729,279525,230944,30632.81,
Tapurah,5108006,tapuraense,IRALDO EBERTZ,4489391,13359,2.30,714,51046,44257,62136.02,
Terra Nova do Norte,5108055,terranovense,VALTER KUHN,2432070,9862,4.41,698,35177,30937,24329.52,
Tesouro,5108105,tesourense,ANTONIO LEITE BARBOSA,4285710,3786,0.82,655,17170.20555,12297.9527,37646.85,
Torixoréu,5108204,torixorino,INES MORAES MESQUITA COELHO,2398210,3672,1.70,716,Não informado,Não informado,27453.58,
União do Sul,5108303,União-sulense,CLAUDIOMIRO JACINTO DE QUEIROZ,4581910,3562,0.82,665,18252,15734,35112.27,
Vale de São Domingos,5108352,vale-dominguenses,GERALDO MARTINS DA SILVA,1887669,3128,1.58,656,16667,12372,19832.61,
Várzea Grande,5108402,várzea-grandense,LUCIMAR SACRE DE CAMPOS,1048210,282009,240.98,734,572600,536691,26937.68,
Vera,5108501,verense,MOACIR LUIZ GIACOMELLI,2953978,11216,3.45,680,41061,32820,48646.74,
Vila Rica,5108600,vila-riquense,ABMAEL BORGES DA SILVEIRA,7431482,25570,2.88,688,65370,53497,18523.62,
Nova Guarita,5108808,nova  guaritense,JOSÉ LAIR ZAMONER,1114126,4578,4.43,688,17948,15846,19328.36,
Nova Marilândia,5108857,nova marilandense,JUVENAL ALEXANDRE DA SILVA,1936428,3249,1.52,704,19867,16245,52652.90,
Nova Maringá,5108907,nova maringaense,JOAO BRAGA NETO,11555987,8428,0.57,663,30483,26768,50954.47,
Nova Monte Verde,5108956,nova monte verdense,BEATRIZ DE FATIMA SUECK LEMES,5150562,9078,1.54,691,29632,26132,19561.72,
Água Clara,5000203,água-clarense,EDVALDO ALVES DE QUEIROZ,7809211,15257,1.31,670,74959,65039,75878.35,
Alcinópolis,5000252,alcinopolense,DALMY CRISOSTOMO DA SILVA,4399681,5268,1.04,711,41911,30503,30702.58,
Amambai,5000609,amambaiense,EDINALDO LUIZ DE MELO BANDEIRA,4202324,38958,8.26,673,120973,117581,23076.05,
Anastácio,5000708,anastaciano,NILDO ALVES DE ALBRES,2946317,25128,8.08,663,58708,44738,16593.34,
Anaurilândia,5000807,anaurilandense,EDSON STEFANO TAKAZONO,3395437,8993,2.50,670,32123,26761,24011.28,
Angélica,5000856,angeliquense,ROBERTO SILVA CAVALCANTI,1273268,10620,7.21,697,43442,34912,60899.26,
Antônio João,5000906,antônio-joanense,MARCELEIDE HARTEMAM PEREIRA MARQUES,1145175,8891,7.17,643,37663,29863,22889.34,
Aparecida do Taboado,5001003,aparecidense,JOSE ROBSON SAMARA RODRIGUES DE ALMEIDA,2750150,25431,8.12,697,104436,92865,36108.34,
Aquidauana,5001102,aquidauanense,ODILON FERRAZ ALVES RIBEIRO,16970711,47784,2.69,688,156494,140193,18568.37,
Aral Moreira,5001243,aral-moreirense,ALEXANDRINO ARÉVALO GARCIA,1655660,11963,6.19,633,46129,40265,50236.19,
Bandeirantes,5001508,bandeirantense,ALVARO NACKLE URT,3115684,6829,2.12,681,32384,27737,47706.61,
Bataguassu,5001904,bataguassuense,PEDRO ARLEI CARAVINA,2417599,22717,8.21,710,101072,76317,33791.65,
Batayporã,5002001,bataiporãense,JORGE LUIZ TAKAHASHI,1828024,11305,5.98,684,37141,36998,30696.44,
Bela Vista,5002100,bela-vistense,REINALDO MIRANDA BENITES,4892603,24508,4.74,698,70063,62728,19855.90,
Bodoquena,5002159,bodoquenense,KAZUTO HORII,2507319,7817,3.18,666,49691,38632,25000.80,
Bonito,5002209,bonitense,ODILSON ARRUDA SOARES,4934414,21738,3.97,670,89150,76139,29857.75,
Brasilândia,5002308,brasilandense,ANTONIO DE PADUA THIAGO,5807224,11891,2.04,701,56932,46407,40947.84,
Caarapó,5002407,caarapoense,ANDRÉ LUÍZ NEZZI DE CARVALHO,2089600,29292,12.33,692,104147,91985,43288.69,
Camapuã,5002605,camapuense,DELANO DE OLIVEIRA HUBER,6229615,13727,2.19,703,58100,47038,28810.57,
Campo Grande,5002704,campo-grandense,MARCOS MARCELLO TRAD,8092951,885711,97.22,784,3294335,3167290,29442.66,
Caracol,5002803,caracolense,MANOEL DOS SANTOS VIAIS,2940251,6049,1.84,647,27969,24309,19812.34,
Cassilândia,5002902,cassilandense,JAIR BONI COGO,3649725,21876,5.74,727,90186,73967,24042.01,
Chapadão do Sul,5002951,chapadense,JOÃO CARLOS KRUG,3248120,24559,5.10,754,147161,117184,64356.21,
Corguinho,5003108,corguinhense,MARCELA RIBEIRO LOPES,2638168,5839,1.84,671,24211,19460,19160.67,
Coronel Sapucaia,5003157,sapucaense,RUDI PAETZOLD,1025049,15152,13.72,589,44188,38081,12256.71,
